,Name,appNo,appType,approvDate,Company,marketStat,reviewAvailable,reviewPageLink,medReviewAvailable,statReviewAvailable,sumReviewAvailable,PatientPopulationAltered,PPAReviewAvailable,PPAReviewLink
2480,ACTOPLUS MET,21842,NDA,2005-08-29 00:00:00,TAKEDA PHARMS USA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021842s000TOC.cfm,True,False,False,False,False,-
2490,ACTIMMUNE,103836,BLA,1999-02-25 00:00:00,VIDARA THERAPEUTICS RESEARCH LTD,Prescription,False,-,-,-,-,False,False,-
2703,ACETAMINOPHEN,204767,NDA,2015-10-28 00:00:00,FRESENIUS KABI USA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/204767Orig1s000TOC.cfm,True,False,True,False,False,-
2911,CYCLOPHOSPHAMIDE,203856,NDA,2013-09-16 00:00:00,ROXANE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/203856Orig1s000TOC.cfm,True,False,True,False,False,-
3027,COSOPT,20869,NDA,1998-04-07 00:00:00,OAK PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020869_cosopt_toc.cfm,True,False,False,False,False,-
3114,COPEGUS,21511,NDA,2002-12-03 00:00:00,ROCHE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-511_Copegus.cfm,True,False,False,False,False,-
3115,CONZIP,22370,NDA,2010-05-07 00:00:00,CIPHER PHARMS INC,Prescription,False,-,-,-,-,False,False,-
3211,CODEINE SULFATE,22402,NDA,2009-07-16 00:00:00,ROXANE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022402_codeine_sulfate_toc.cfm,True,False,True,False,False,-
3570,CLEVIPREX,22156,NDA,2008-08-01 00:00:00,CHIESI USA INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022156_cleviprex_toc.cfm,True,False,True,False,False,-
3609,CLARITIN REDITABS,21993,NDA,2006-12-12 00:00:00,BAYER HEALTHCARE LLC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021993_claritin_toc.cfm,True,False,False,False,False,-
3619,CLARITIN,21952,NDA,2008-06-16 00:00:00,BAYER HEALTHCARE LLC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021952_claritin_toc.cfm,True,False,True,False,False,-
3641,CLARINEX,21563,NDA,2004-09-03 00:00:00,SCHERING,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021563s000_ClarinexTOC.cfm,True,False,False,False,False,-
3644,CLARINEX,21300,NDA,2004-09-01 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021300s000_ClarinexTOC.cfm,True,False,False,False,False,-
4282,CHILDREN'S ZYRTEC HIVES RELIEF,22155,NDA,2007-11-16 00:00:00,J AND J CONSUMER INC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022155s000TOC.cfm,True,False,True,False,False,-
4283,CHILDREN'S MOTRIN COLD,21128,NDA,2000-08-01 00:00:00,J AND J CONSUMER INC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-128_ChildrensMotrin.cfm,True,False,False,False,False,-
4298,CHILDREN'S ELIXSURE,21604,NDA,2004-01-07 00:00:00,MOBERG PHARMA NORTH,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021604s000_Childrens_ElixSureTOC.cfm,True,False,False,False,False,-
4310,CHILDREN'S CLARITIN,21891,NDA,2006-08-23 00:00:00,BAYER HEALTHCARE LLC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021891s000TOC.cfm,True,False,False,False,False,-
4325,CHILDREN'S ALLEGRA HIVES,201373,NDA,2011-01-24 00:00:00,SANOFI AVENTIS US,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201373_allegra_toc.cfm,True,False,True,False,False,-
4326,CHILDREN'S ALLEGRA HIVES,21909,NDA,2007-07-26 00:00:00,SANOFI AVENTIS US,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021909_allegra_toc.cfm,True,False,False,False,False,-
4341,CHILDREN'S ADVIL COLD,21373,NDA,2002-04-18 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-373_Ibuprofen%20Childrens%20Advil.cfm,True,False,False,False,False,-
4342,CHILDREN'S ADVIL ALLERGY SINUS,21587,NDA,2004-02-24 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-587_Advil.cfm,True,False,False,False,False,-
4345,CHILDREN'S ADVIL,20944,NDA,1998-12-18 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20944_Advil.cfm,True,False,False,False,False,-
4355,CETYLEV,207916,NDA,2016-01-29 00:00:00,ARBOR PHARMS LLC,Prescription,False,-,-,-,-,False,False,-
4364,CETIRIZINE HYDROCHLORIDE HIVES RELIEF,22429,NDA,2009-07-23 00:00:00,BIONPHARMA INC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022429_cetirizine_hydrochloride_toc.cfm,True,False,True,False,False,-
4503,CELLCEPT,50759,NDA,1998-10-01 00:00:00,ROCHE PALO,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050759_s000_CellCeptTOC.cfm,True,False,False,True,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-722S007_CellCept.cfm
4504,CELLCEPT,50758,NDA,1998-08-12 00:00:00,ROCHE PALO,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/505758.cfm,True,False,False,False,False,-
4521,CELEBREX,21156,NDA,1999-12-23 00:00:00,GD SEARLE LLC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21156-S007_Celebrex.cfm,True,False,False,False,False,-
4628,CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER,65214,NDA,2006-03-10 00:00:00,B BRAUN,Prescription,False,-,-,-,-,False,False,-
4639,CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER,65430,NDA,2007-08-09 00:00:00,B BRAUN,Prescription,False,-,-,-,-,False,False,-
4785,CAVERJECT IMPULSE,21212,NDA,2002-06-11 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-212_Caverject.cfm,True,False,False,False,False,-
4825,CARNEXIV,206030,NDA,2016-10-07 00:00:00,LUNDBECK LLC,Prescription,False,-,-,-,-,False,False,-
4909,"CARBON DIOXIDE, USP",207166,NDA,2014-05-24 00:00:00,RELIANT HOLDINGS LTD,Prescription,False,-,-,-,-,False,False,-
4910,"CARBON DIOXIDE, USP",206025,NDA,2013-09-07 00:00:00,AIRGAS USA LLC,Prescription,False,-,-,-,-,False,False,-
4911,"CARBON DIOXIDE, USP",205852,NDA,2013-07-21 00:00:00,PRAXAIR INC,Prescription,False,-,-,-,-,False,False,-
4912,"CARBON DIOXIDE, USP",205846,NDA,2013-07-20 00:00:00,AIRGAS CARBONIC INC,Prescription,False,-,-,-,-,False,False,-
4913,"CARBON DIOXIDE, USP",205815,NDA,2013-07-05 00:00:00,LINDE MERCHANT PRODUCTIONS INC,Prescription,False,-,-,-,-,False,False,-
4915,"CARBON DIOXIDE, USP",205764,NDA,2013-07-05 00:00:00,LINDE NORTH AMERICA INC,Prescription,False,-,-,-,-,False,False,-
5020,CAPITAL SOLEIL 15,21501,NDA,2006-10-02 00:00:00,LOREAL USA,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021501_capital_soleil_toc.cfm,True,False,False,False,False,-
5051,CAMBIA,22165,NDA,2009-06-17 00:00:00,DEPOMED INC,Prescription,False,-,-,-,-,False,False,-
5063,CALCIUM CHLORIDE 10% IN PLASTIC CONTAINER,21117,NDA,2000-01-28 00:00:00,HOSPIRA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/021117_CalciumChloride.cfm,True,False,False,False,False,-
5126,CABOMETYX,208692,NDA,2016-04-25 00:00:00,EXELIXIS INC,Prescription,False,-,-,-,-,False,False,-
5161,EXTAVIA,125290,BLA,2009-08-14 00:00:00,NOVARTIS PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/125290_extavia_toc.cfm,True,False,True,False,False,-
5171,EXFORGE,21990,NDA,2007-06-20 00:00:00,NOVARTIS,Prescription,False,-,-,-,-,False,False,-
5172,EXFORGE HCT,22314,NDA,2009-04-30 00:00:00,NOVARTIS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022314s000TOC.cfm,True,False,True,False,False,-
5183,EVZIO,209862,NDA,2016-10-19 00:00:00,KALEO INC,Prescription,False,-,-,-,-,False,False,-
5185,EVZIO,205787,NDA,2014-04-03 00:00:00,KALEO INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205787Orig1s000TOC.cfm,True,False,True,False,False,-
5186,EVOTAZ,206353,NDA,2015-01-29 00:00:00,BRISTOL-MYERS SQUIBB,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206353Orig1s000TOC.cfm,True,False,True,False,False,-
5187,EVOMELA,207155,NDA,2016-03-10 00:00:00,SPECTRUM PHARMS,Prescription,False,-,-,-,-,False,False,-
5361,ESOMEPRAZOLE STRONTIUM,202342,NDA,2013-08-06 00:00:00,HANMI PHARM CO LTD,Prescription,False,-,-,-,-,False,False,-
5367,ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,205703,NDA,2016-04-07 00:00:00,HQ SPCLT PHARMA,Prescription,False,-,-,-,-,False,False,-
5374,ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER,205703,NDA,2016-04-07 00:00:00,HQ SPCLT PHARMA,Prescription,False,-,-,-,-,False,False,-
5530,ERWINAZE,125359,BLA,2011-11-18 00:00:00,JAZZ PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/125359_erwinaze_toc.cfm,True,False,True,False,False,-
5575,EPZICOM,21652,NDA,2004-08-02 00:00:00,VIIV HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021652s000_EpzicomTOC.cfm,True,False,False,False,False,-
5622,EPANED,208686,NDA,2016-09-20 00:00:00,SILVERGATE PHARMS,Prescription,False,-,-,-,-,False,False,-
5623,ENVARSUS XR,206406,NDA,2015-07-10 00:00:00,VELOXIS PHARMS INC,Prescription,False,-,-,-,-,False,False,-
5656,ENJUVIA,21443,NDA,2004-05-10 00:00:00,TEVA WOMENS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021443s000_EnjuviaTOC.cfm,True,False,False,False,False,-
5712,EMPLICITI,761035,BLA,2015-11-30 00:00:00,BRISTOL MYERS SQUIBB,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/761035Orig1s000TOC.cfm,True,False,True,False,False,-
5732,ELOXATIN,21759,NDA,2005-01-31 00:00:00,SANOFI AVENTIS US,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021759s000TOC.cfm,False,False,False,False,False,-
5750,ELIGARD,21731,NDA,2004-12-14 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021731s000_EligardTOC.cfm,True,False,False,False,False,-
5752,ELIGARD,21379,NDA,2002-07-24 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-379_Eligard.cfm,True,False,False,False,False,-
5820,EDLUAR,21997,NDA,2009-03-13 00:00:00,MEDA PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021997s000TOC.cfm,True,False,True,False,False,-
5841,E-Z-HD,208036,NDA,2016-01-11 00:00:00,BRACCO,Prescription,False,-,-,-,-,False,False,-
5871,DYLOJECT,22396,NDA,2014-12-23 00:00:00,JAVELIN PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/022396Orig1s000TOC.cfm,True,False,True,False,False,-
5886,DURLAZA,200671,NDA,2015-09-04 00:00:00,NEW HAVEN PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/200671Orig1s000TOC.cfm,True,False,True,False,False,-
5933,DUODOTE,21983,NDA,2006-09-28 00:00:00,MERIDIAN MEDCL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021983_duodote_toc.cfm,True,False,False,False,False,-
5956,DUETACT,21925,NDA,2006-07-28 00:00:00,TAKEDA PHARMS USA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021925_duetact_toc.cfm,True,False,False,False,False,-
6342,DOCEFREZ,22534,NDA,2011-05-03 00:00:00,SUN PHARMA GLOBAL,Prescription,False,-,-,-,-,False,False,-
6343,DOCETAXEL,205934,NDA,2015-12-22 00:00:00,EAGLE PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205934Orig1s000TOC.cfm,True,False,True,False,False,-
6346,DOCETAXEL,203551,NDA,2013-04-12 00:00:00,ACTAVIS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/203551_docetaxel_toc.cfm,True,False,True,False,False,-
6347,DOCETAXEL,202356,NDA,2014-03-13 00:00:00,PFIZER LABS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/202356Orig1s000TOC.cfm,True,False,True,False,False,-
6348,DOCETAXEL,201525,NDA,2011-06-29 00:00:00,SANDOZ,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201525_docetaxel_toc.cfm,True,False,True,False,False,-
6349,DOCETAXEL,201195,NDA,2011-06-08 00:00:00,ACCORD HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201195_docetaxel_toc.cfm,True,False,True,False,False,-
6350,DOCETAXEL,22234,NDA,2011-03-08 00:00:00,HOSPIRA INC,Prescription,False,-,-,-,-,False,False,-
6587,DIOVAN,21283,NDA,2001-07-18 00:00:00,NOVARTIS,Prescription,False,-,-,-,-,True,False,-
6676,DIGOXIN,21648,NDA,2004-08-26 00:00:00,ROXANE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021648s000TOC.cfm,True,False,False,False,False,-
7118,DEXMEDETOMIDINE HYDROCHLORIDE,206628,NDA,2015-10-21 00:00:00,HQ SPCLT PHARMA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206628Orig1s000TOC.cfm,True,False,True,False,False,-
7127,DEXILANT SOLUTAB,208056,NDA,2016-01-26 00:00:00,TAKEDA PHARMS USA,Prescription,False,-,-,-,-,False,False,-
7280,DESVENLAFAXINE,204150,NDA,2013-03-04 00:00:00,ALEMBIC PHARMS LTD,Prescription,False,-,-,-,-,False,False,-
7281,DESVENLAFAXINE,205583,NDA,2014-01-28 00:00:00,SUN PHARMA GLOBAL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205583Orig1s000TOC.cfm,True,False,True,False,False,-
7292,DESVENLAFAXINE,204150,NDA,2013-03-04 00:00:00,ALEMBIC PHARMS LTD,Prescription,False,-,-,-,-,False,False,-
7379,DESCOVY,208215,NDA,2016-04-04 00:00:00,GILEAD SCIENCES INC,Prescription,False,-,-,-,-,False,False,-
7390,DEPOCYT,21041,NDA,1999-04-01 00:00:00,PACIRA PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21-041_DepoCyt.cfm,True,False,False,False,False,-
7399,DEPAKOTE ER,22267,NDA,2008-03-24 00:00:00,ABBVIE INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022267_depakote_er_toc.cfm,True,False,True,False,False,-
7402,DEPAKOTE ER,20782,NDA,2002-12-20 00:00:00,ABBOTT,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020782_s000_DepakoteTOC.cfm,True,False,False,False,False,-
7427,DELZICOL,204412,NDA,2013-02-01 00:00:00,APIL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204412_delzicol_toc.cfm,True,False,True,False,False,-
7470,DECITABINE,205582,NDA,2014-01-23 00:00:00,SUN PHARMA GLOBAL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205582Orig1s000TOC.cfm,True,False,True,False,False,-
7505,DAUNORUBICIN HYDROCHLORIDE,50731,NDA,1998-01-30 00:00:00,WEST-WARD PHARMS INT,Prescription,False,-,-,-,-,False,False,-
7513,DARZALEX,761036,BLA,2015-11-16 00:00:00,JANSSEN BIOTECH,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/761036Orig1s000TOC.cfm,True,False,True,False,False,-
7579,FYCOMPA,208277,NDA,2016-04-29 00:00:00,EISAI INC,Prescription,False,-,-,-,-,False,False,-
7583,FUSILEV,20140,NDA,2008-03-07 00:00:00,SPECTRUM PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/020140_levoleucovorin_toc.cfm,True,False,True,False,False,-
