,Name,appNo,appType,approvDate,Company,marketStat,reviewAvailable,reviewPageLink,medReviewAvailable,statReviewAvailable,sumReviewAvailable,PatientPopulationAltered,PPAReviewAvailable,PPAReviewLink
702,BECONASE AQ,19389,NDA,1987-07-27 00:00:00,GLAXOSMITHKLINE,Prescription,False,-,-,-,-,False,False,-
729,BAL,5939,NDA,1946-05-06 00:00:00,AKORN,Prescription,False,-,-,-,-,False,False,-
731,BACTROBAN,50703,NDA,1995-09-18 00:00:00,GLAXOSMITHKLINE,Prescription,False,-,-,-,-,False,False,-
732,BACTROBAN,50591,NDA,1987-12-31 00:00:00,GLAXOSMITHKLINE,Prescription,False,-,-,-,-,False,False,-
733,BACTROBAN,50703,NDA,1995-09-18 00:00:00,GLAXOSMITHKLINE,Prescription,False,-,-,-,-,False,False,-
734,BACTROBAN,50591,NDA,1987-12-31 00:00:00,GLAXOSMITHKLINE,Prescription,False,-,-,-,-,False,False,-
738,BACTRIM,17377,NDA,1973-07-30 00:00:00,SUN PHARM INDS,Prescription,False,-,-,-,-,False,False,-
739,BACTRIM,17377,NDA,1973-07-30 00:00:00,SUN PHARM INDS,Prescription,False,-,-,-,-,False,False,-
747,BACTOCILL IN PLASTIC CONTAINER,50640,NDA,1989-10-26 00:00:00,BAXTER HLTHCARE,Prescription,False,-,-,-,-,False,False,-
749,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER,18802,NDA,1982-10-27 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
758,BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,18800,NDA,1982-10-29 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
809,AZULFIDINE,7073,NDA,1950-06-20 00:00:00,PHARMACIA AND UPJOHN,Prescription,False,-,-,-,-,False,False,-
860,AZELEX,20428,NDA,1995-09-13 00:00:00,ALLERGAN,Prescription,False,-,-,-,-,False,False,-
883,AZACTAM IN PLASTIC CONTAINER,50632,NDA,1989-05-24 00:00:00,BRISTOL MYERS SQUIBB,Prescription,False,-,-,-,-,False,False,-
890,AYGESTIN,18405,NDA,1982-04-21 00:00:00,DURAMED RES,Prescription,False,-,-,-,-,False,False,-
893,AXID AR,20555,NDA,1996-05-09 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
899,AVONEX,103628,BLA,1996-05-17 00:00:00,BIOGEN,Prescription,False,-,-,-,-,False,False,-
901,AVITA,20404,NDA,1997-01-14 00:00:00,MYLAN PHARMS INC,Prescription,False,-,-,-,-,False,False,-
912,AVC,6530,NDA,1965-06-05 00:00:00,MEDA PHARMS,Prescription,False,-,-,-,-,False,False,-
926,AUGMENTIN '875',50720,NDA,1996-02-13 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
927,AUGMENTIN '500',50564,NDA,1984-08-06 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
929,AUGMENTIN '400',50726,NDA,1996-05-31 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
930,AUGMENTIN '250',50575,NDA,1984-08-06 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
931,AUGMENTIN '250',50564,NDA,1984-08-06 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
932,AUGMENTIN '400',50725,NDA,1996-05-31 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
934,AUGMENTIN '200',50726,NDA,1996-05-31 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
935,AUGMENTIN '125',50575,NDA,1984-08-06 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
936,AUGMENTIN '200',50725,NDA,1996-05-31 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
941,ATROVENT,20394,NDA,1995-10-20 00:00:00,BOEHRINGER INGELHEIM,Prescription,False,-,-,-,-,False,False,-
942,ATROVENT,20393,NDA,1995-10-20 00:00:00,BOEHRINGER INGELHEIM,Prescription,False,-,-,-,-,False,False,-
950,ATROPEN,17106,NDA,1973-05-15 00:00:00,MERIDIAN MEDCL TECHN,Prescription,False,-,-,-,-,True,False,-
997,ATIVAN,18140,NDA,1980-07-25 00:00:00,EUROHLTH INTL SARL,Prescription,False,-,-,-,-,False,False,-
998,ATIVAN,17794,NDA,1977-09-30 00:00:00,VALEANT INTL,Prescription,False,-,-,-,-,False,False,-
1061,ASTELIN,20114,NDA,1996-11-01 00:00:00,MEDA PHARMS,Prescription,False,-,-,-,-,True,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20114S006_Astelin.cfm
1094,ARISTOSPAN,16466,NDA,1969-07-29 00:00:00,SANDOZ,Prescription,False,-,-,-,-,False,False,-
1157,ARIMIDEX,20541,NDA,1995-12-27 00:00:00,ASTRAZENECA,Prescription,False,-,-,-,-,False,False,-
1161,ARICEPT,20690,NDA,1996-11-25 00:00:00,EISAI INC,Prescription,False,-,-,-,-,False,False,-
1191,ARALEN,6002,NDA,1949-10-31 00:00:00,SANOFI AVENTIS US,Prescription,False,-,-,-,-,False,False,-
1192,ARALEN,6002,NDA,1949-10-31 00:00:00,SANOFI AVENTIS US,Prescription,False,-,-,-,-,False,False,-
1197,AQUASOL A,6823,NDA,1949-05-18 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1198,AQUASOL A,6823,NDA,1949-05-18 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1224,ANTIZOL,20696,NDA,1997-12-04 00:00:00,PALADIN LABS,Prescription,False,-,-,-,-,False,False,-
1225,ANTIVERT,10721,NDA,1957-02-14 00:00:00,CASPER PHARMA LLC,Prescription,False,-,-,-,-,False,False,-
1265,ANCOBON,17001,NDA,1971-11-26 00:00:00,VALEANT,Prescription,False,-,-,-,-,False,False,-
1287,ANAPROX,18164,NDA,1980-09-04 00:00:00,ATNAHS PHARMA US,Prescription,False,-,-,-,-,False,False,-
1288,ANAPROX,18164,NDA,1980-09-04 00:00:00,ATNAHS PHARMA US,Prescription,False,-,-,-,-,False,False,-
1294,ANAFRANIL,19906,NDA,1989-12-29 00:00:00,MALLINCKRODT LLC,Prescription,False,-,-,-,-,False,False,-
1298,ANADROL-50,16848,NDA,1972-01-18 00:00:00,MEDA PHARMS,Prescription,False,-,-,-,-,False,False,-
1299,AN-SULFUR COLLOID,17858,NDA,1978-04-17 00:00:00,PHARMALUCENCE,Prescription,False,-,-,-,-,False,False,-
1301,AN-DTPA,17714,NDA,1976-11-16 00:00:00,JUBILANT DRAXIMAGE,Prescription,False,-,-,-,-,False,False,-
1395,AMOXIL,50542,NDA,1980-10-21 00:00:00,DR REDDYS LABS INC,Prescription,False,-,-,-,-,False,False,-
1715,AMITRIPTYLINE HYDROCHLORIDE,86158,NDA,1978-04-26 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
1718,AMITRIPTYLINE HYDROCHLORIDE,86157,NDA,1978-04-26 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
1719,AMITRIPTYLINE HYDROCHLORIDE,86153,NDA,1978-04-26 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
1720,AMITRIPTYLINE HYDROCHLORIDE,86011,NDA,1978-04-10 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
1721,AMITRIPTYLINE HYDROCHLORIDE,86010,NDA,1978-04-10 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
1749,AMINOSYN-RF 5.2%,18429,NDA,1980-11-28 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1768,AMINOSYN-PF 7%,19398,NDA,1985-09-06 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1769,AMINOSYN-PF 10%,19492,NDA,1986-10-17 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1772,AMINOSYN-HBC 7%,19374,NDA,1985-07-12 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1773,AMINOSYN II 8.5% W/ ELECTROLYTES,19437,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1774,AMINOSYN II 8.5%,19438,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1775,AMINOSYN II 7% W/ ELECTROLYTES,19437,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1781,AMINOSYN II 7%,19438,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1784,AMINOSYN II 5%,19438,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1807,AMINOSYN II 3.5% M,19437,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1814,AMINOSYN II 3.5%,19438,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1815,AMINOSYN II 15% IN PLASTIC CONTAINER,20041,NDA,1991-12-19 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1816,AMINOSYN II 10% W/ ELECTROLYTES,19437,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1817,AMINOSYN II 10% IN PLASTIC CONTAINER,20015,NDA,1991-12-19 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1818,AMINOSYN II 10%,19438,NDA,1986-04-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1819,AMINOSYN 8.5% W/ ELECTROLYTES,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1820,AMINOSYN 8.5%,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1821,AMINOSYN 8.5%,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1822,AMINOSYN 7% W/ ELECTROLYTES,17789,NDA,1976-05-14 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1823,AMINOSYN 7% (PH6),17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1824,AMINOSYN 5%,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1825,AMINOSYN 5%,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1831,AMINOSYN 3.5% M,17789,NDA,1976-05-14 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1832,AMINOSYN 3.5% M,17789,NDA,1976-05-14 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1835,AMINOSYN 3.5%,17789,NDA,1976-05-14 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1836,AMINOSYN 10% (PH6),17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1838,AMINOSYN 10%,17673,NDA,1975-12-03 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1911,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,17865,NDA,1980-05-30 00:00:00,BAXTER HLTHCARE,Prescription,False,-,-,-,-,False,False,-
1948,AMIDATE,18227,NDA,1982-09-07 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
1949,AMICAR,15230,NDA,1964-06-04 00:00:00,CLOVER PHARMS,Prescription,False,-,-,-,-,False,False,-
1950,AMICAR,15197,NDA,1964-06-03 00:00:00,CLOVER PHARMS,Prescription,False,-,-,-,-,False,False,-
1974,AMARYL,20496,NDA,1995-11-30 00:00:00,SANOFI AVENTIS US,Prescription,False,-,-,-,-,True,False,-
1999,ALTACE,19901,NDA,1991-01-28 00:00:00,KING PHARMS,Prescription,False,-,-,-,-,False,False,-
2063,ALOPRIM,20298,NDA,1996-05-17 00:00:00,MYLAN INSTITUTIONAL,Prescription,False,-,-,-,-,False,False,-
2064,ALORA,20655,NDA,1996-12-20 00:00:00,ALLERGAN SALES LLC,Prescription,False,-,-,-,-,False,False,-
2065,ALOMIDE,20191,NDA,1993-09-23 00:00:00,ALCON,Prescription,False,-,-,-,-,False,False,-
2094,ALLOPURINOL,18877,NDA,1984-09-28 00:00:00,WATSON LABS,Prescription,False,-,-,-,-,False,False,-
2095,ALLOPURINOL,18832,NDA,1984-09-28 00:00:00,WATSON LABS,Prescription,False,-,-,-,-,False,False,-
2107,ALKERAN,20207,NDA,1992-11-18 00:00:00,APOTEX INC,Prescription,False,-,-,-,-,False,False,-
2108,ALKERAN,20207,NDA,1992-11-18 00:00:00,APOTEX INC,Prescription,False,-,-,-,-,False,False,-
2109,ALKERAN,14691,NDA,1964-01-17 00:00:00,APOTEX INC,Prescription,False,-,-,-,-,False,False,-
2110,ALKERAN,14691,NDA,1964-01-17 00:00:00,APOTEX INC,Prescription,False,-,-,-,-,False,False,-
2126,ALFERON N INJECTION,103158,BLA,1989-10-10 00:00:00,INTERFERON SCIENCES,Prescription,False,-,-,-,-,False,False,-
2127,ALFENTA,19353,NDA,1986-12-29 00:00:00,AKORN,Prescription,False,-,-,-,-,False,False,-
2130,ALEVE,20204,NDA,1994-01-11 00:00:00,BAYER,Over-the-counter,False,-,-,-,-,False,False,-
2160,ALDARA,20723,NDA,1997-02-27 00:00:00,MEDICIS,Prescription,False,-,-,-,-,False,False,-
2161,ALDACTONE,12151,NDA,1960-01-21 00:00:00,GD SEARLE LLC,Prescription,False,-,-,-,-,False,False,-
2246,ALBENZA,20666,NDA,1996-06-11 00:00:00,AMEDRA PHARMS LLC,Prescription,False,-,-,-,-,False,False,-
2263,AKNE-MYCIN,50584,NDA,1985-01-10 00:00:00,DOW PHARM,Prescription,False,-,-,-,-,False,False,-
2272,AGRYLIN,20333,NDA,1997-03-14 00:00:00,SHIRE LLC,Prescription,False,-,-,-,-,True,False,-
2278,AFRINOL,18191,NDA,1980-10-30 00:00:00,SCHERING PLOUGH,Over-the-counter,False,-,-,-,-,False,False,-
2298,ADVIL MIGRAINE LIQUI-GELS,20402,NDA,1995-04-20 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
2299,ADVIL LIQUI-GELS,20402,NDA,1995-04-20 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
2302,ADVIL COLD AND SINUS,19771,NDA,1989-09-19 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
2306,ADVIL,18989,NDA,1984-05-18 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
2307,ADVIL,18989,NDA,1984-05-18 00:00:00,PFIZER,Over-the-counter,False,-,-,-,-,False,False,-
2344,ADENOCARD,19937,NDA,1989-10-30 00:00:00,ASTELLAS,Prescription,False,-,-,-,-,False,False,-
2372,ADALAT CC,20198,NDA,1993-04-21 00:00:00,ALVOGEN,Prescription,False,-,-,-,-,False,False,-
2373,ADAGEN,19818,NDA,1990-03-21 00:00:00,SIGMA TAU,Prescription,False,-,-,-,-,False,False,-
2474,ACULAR,19700,NDA,1992-11-09 00:00:00,ALLERGAN,Prescription,False,-,-,-,-,True,False,-
2498,ACTHREL,20162,NDA,1996-05-23 00:00:00,FERRING,Prescription,False,-,-,-,-,False,False,-
2528,ACHROMYCIN V,50278,NDA,1957-10-08 00:00:00,HERITAGE PHARMS INC,Prescription,False,-,-,-,-,False,False,-
2563,ACETIC ACID 0.25% IN PLASTIC CONTAINER,18523,NDA,1982-02-19 00:00:00,BAXTER HLTHCARE,Prescription,False,-,-,-,-,False,False,-
2566,ACETIC ACID 0.25% IN PLASTIC CONTAINER,18161,NDA,1979-08-06 00:00:00,B BRAUN,Prescription,False,-,-,-,-,False,False,-
2567,ACETIC ACID 0.25% IN PLASTIC CONTAINER,17656,NDA,1976-06-02 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
2712,ACETAMINOPHEN,18337,NDA,1980-04-22 00:00:00,TARO PHARMS NORTH,Over-the-counter,False,-,-,-,-,False,False,-
2715,ACEPHEN,18060,NDA,1978-02-09 00:00:00,G AND W LABS,Over-the-counter,False,-,-,-,-,False,False,-
2717,ACEON,20184,NDA,1993-12-30 00:00:00,SYMPLMED PHARMS LLC,Prescription,False,-,-,-,-,False,False,-
2723,ACCUPRIL,19885,NDA,1991-11-19 00:00:00,PFIZER PHARMS,Prescription,False,-,-,-,-,False,False,-
2727,ACCOLATE,20547,NDA,1996-09-26 00:00:00,PAR PHARM INC,Prescription,False,-,-,-,-,False,False,-
2752,ABELCET,50724,NDA,1995-11-20 00:00:00,SIGMA TAU,Prescription,False,-,-,-,-,False,False,-
2823,CYTOVENE,19661,NDA,1989-06-23 00:00:00,ROCHE PALO,Prescription,False,-,-,-,-,False,False,-
2824,CYTOVENE,19661,NDA,1989-06-23 00:00:00,ROCHE PALO,Prescription,False,-,-,-,-,False,False,-
2826,CYTOTEC,19268,NDA,1988-12-27 00:00:00,GD SEARLE LLC,Prescription,False,-,-,-,-,False,False,-
2831,CYTOMEL,10379,NDA,1956-05-08 00:00:00,KING PHARMS R AND D,Prescription,False,-,-,-,-,False,False,-
2845,CYSTOGRAFIN DILUTE,10040,NDA,1955-08-02 00:00:00,BRACCO,Prescription,False,-,-,-,-,False,False,-
2846,CYSTOGRAFIN,10040,NDA,1955-08-02 00:00:00,BRACCO,Prescription,False,-,-,-,-,False,False,-
2847,CYSTO-CONRAY II,17057,NDA,1972-04-17 00:00:00,LIEBEL-FLARSHEIM,Prescription,False,-,-,-,-,False,False,-
2849,CYSTO-CONRAY,17057,NDA,1972-04-17 00:00:00,LIEBEL-FLARSHEIM,Prescription,False,-,-,-,-,False,False,-
2850,CYSTAGON,20392,NDA,1994-08-15 00:00:00,MYLAN,Prescription,False,-,-,-,-,False,False,-
2852,CYSTADANE,20576,NDA,1996-10-25 00:00:00,RARE DIS THERAP,Prescription,False,-,-,-,-,False,False,-
2893,CYKLOKAPRON,19281,NDA,1986-12-30 00:00:00,PHARMACIA AND UPJOHN,Prescription,False,-,-,-,-,False,False,-
2975,CUTIVATE,19957,NDA,1990-12-14 00:00:00,FOUGERA PHARMS,Prescription,False,-,-,-,-,True,False,-
2979,CUPRIMINE,19853,NDA,1970-12-04 00:00:00,ATON,Prescription,False,-,-,-,-,False,False,-
2981,CUPRIC CHLORIDE IN PLASTIC CONTAINER,18960,NDA,1986-06-26 00:00:00,HOSPIRA,Prescription,False,-,-,-,-,False,False,-
3009,CRIXIVAN,20685,NDA,1996-03-13 00:00:00,MERCK SHARP DOHME,Prescription,False,-,-,-,-,False,False,-
3016,COZAAR,20386,NDA,1995-04-14 00:00:00,MERCK SHARP DOHME,Prescription,False,-,-,-,-,False,False,-
3017,COVERA-HS,20552,NDA,1996-02-26 00:00:00,GD SEARLE LLC,Prescription,False,-,-,-,-,False,False,-
3018,COUMADIN,9218,NDA,1954-06-08 00:00:00,BRISTOL MYERS SQUIBB,Prescription,False,-,-,-,-,False,False,-
3028,COSMEGEN,50682,NDA,1964-12-10 00:00:00,RECORDATI RARE,Prescription,False,-,-,-,-,False,False,-
3030,CORZIDE,18647,NDA,1983-05-25 00:00:00,KING PHARMS,Prescription,False,-,-,-,-,False,False,-
3031,CORVERT,20491,NDA,1995-12-28 00:00:00,PHARMACIA AND UPJOHN,Prescription,False,-,-,-,-,False,False,-
3032,CORTROSYN,16750,NDA,1970-04-22 00:00:00,AMPHASTAR PHARMS INC,Prescription,False,-,-,-,-,False,False,-
3048,CORTISPORIN,60613,NDA,1975-05-25 00:00:00,CASPER PHARMA LLC,Prescription,False,-,-,-,-,False,False,-
3049,CORTISPORIN,60613,NDA,1975-05-25 00:00:00,CASPER PHARMA LLC,Prescription,False,-,-,-,-,False,False,-
3050,CORTISPORIN,50479,NDA,1975-12-09 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3051,CORTISPORIN,50218,NDA,1963-04-16 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3052,CORTISPORIN,50168,NDA,1957-03-26 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3053,CORTISPORIN,50479,NDA,1975-12-09 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3054,CORTISPORIN,50218,NDA,1963-04-16 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3055,CORTISPORIN,50168,NDA,1957-03-26 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3076,CORTISPORIN,60613,NDA,1975-05-25 00:00:00,CASPER PHARMA LLC,Prescription,False,-,-,-,-,False,False,-
3077,CORTISPORIN,50479,NDA,1975-12-09 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3078,CORTISPORIN,50218,NDA,1963-04-16 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3079,CORTISPORIN,50168,NDA,1957-03-26 00:00:00,MONARCH PHARMS,Prescription,False,-,-,-,-,False,False,-
3082,CORTIFOAM,17351,NDA,1982-02-12 00:00:00,MEDA PHARMS,Prescription,False,-,-,-,-,False,False,-
3087,CORTENEMA,16199,NDA,1966-01-12 00:00:00,ANI PHARMS,Prescription,False,-,-,-,-,False,False,-
3090,CORTEF,8697,NDA,1952-12-15 00:00:00,PHARMACIA AND UPJOHN,Prescription,False,-,-,-,-,False,False,-
3091,CORTEF,8697,NDA,1952-12-15 00:00:00,PHARMACIA AND UPJOHN,Prescription,False,-,-,-,-,False,False,-
3101,CORGARD,18063,NDA,1979-12-10 00:00:00,US WORLDMEDS LLC,Prescription,False,-,-,-,-,False,False,-
3103,COREG,20297,NDA,1995-09-14 00:00:00,SMITHKLINE BEECHAM,Prescription,False,-,-,-,-,True,False,-
3106,CORDRAN SP,12806,NDA,1965-10-18 00:00:00,AQUA PHARMS,Prescription,False,-,-,-,-,False,False,-
